17700004012603522-201G6433997B,,,R70,,R2,,C158,,R69,,R3,,IC8,,IC3,,D11,,L5,,C150,,C100,
17700004792603522-203G6433997B,2020/07/20 11:21:54,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0041562410103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004802603522-204G6433997B,2020/07/20 11:21:54,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0041562410103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004812603522-201G6433997B,2020/07/20 11:22:35,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004822603522-202G6433997B,2020/07/20 11:22:35,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004832603522-203G6433997B,2020/07/20 11:22:35,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004842603522-204G6433997B,2020/07/20 11:22:35,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004852603522-201G6433997B,2020/07/20 11:23:15,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004862603522-202G6433997B,2020/07/20 11:23:15,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004872603522-203G6433997B,2020/07/20 11:23:15,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004882603522-204G6433997B,2020/07/20 11:23:15,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004892603522-201G6433997B,2020/07/20 11:24:03,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004902603522-202G6433997B,2020/07/20 11:24:03,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004912603522-203G6433997B,2020/07/20 11:24:03,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004922603522-204G6433997B,2020/07/20 11:24:03,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004932603522-201G6433997B,2020/07/20 11:24:52,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004942603522-202G6433997B,2020/07/20 11:24:52,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004952603522-203G6433997B,2020/07/20 11:24:52,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004962603522-204G6433997B,2020/07/20 11:24:52,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004972603522-201G6433997B,2020/07/20 11:25:33,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004982603522-202G6433997B,2020/07/20 11:25:33,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700004992603522-203G6433997B,2020/07/20 11:25:33,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005002603522-204G6433997B,2020/07/20 11:25:33,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005012603522-201G6433997B,2020/07/20 11:26:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005022603522-202G6433997B,2020/07/20 11:26:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005032603522-203G6433997B,2020/07/20 11:26:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005042603522-204G6433997B,2020/07/20 11:26:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005052603522-201G6433997B,2020/07/20 11:26:45,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005062603522-202G6433997B,2020/07/20 11:26:45,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005072603522-203G6433997B,2020/07/20 11:26:45,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005082603522-204G6433997B,2020/07/20 11:26:45,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005092603522-201G6433997B,2020/07/20 11:28:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005102603522-202G6433997B,2020/07/20 11:28:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005112603522-203G6433997B,2020/07/20 11:28:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005122603522-204G6433997B,2020/07/20 11:28:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005132603522-201G6433997B,2020/07/20 11:29:50,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005142603522-202G6433997B,2020/07/20 11:29:50,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005152603522-203G6433997B,2020/07/20 11:29:50,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005162603522-204G6433997B,2020/07/20 11:29:50,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005172603522-201G6433997B,2020/07/20 11:30:31,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005182603522-202G6433997B,2020/07/20 11:30:31,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005192603522-203G6433997B,2020/07/20 11:30:31,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005202603522-204G6433997B,2020/07/20 11:30:31,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005212603522-201G6433997B,2020/07/20 11:31:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005222603522-202G6433997B,2020/07/20 11:31:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005232603522-203G6433997B,2020/07/20 11:31:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005242603522-204G6433997B,2020/07/20 11:31:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005252603522-201G6433997B,2020/07/20 11:31:52,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005262603522-202G6433997B,2020/07/20 11:31:52,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005272603522-203G6433997B,2020/07/20 11:31:52,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005282603522-204G6433997B,2020/07/20 11:31:52,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005292603522-201G6433997B,2020/07/20 11:33:04,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005302603522-202G6433997B,2020/07/20 11:33:04,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005312603522-203G6433997B,2020/07/20 11:33:04,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005322603522-204G6433997B,2020/07/20 11:33:04,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005332603522-201G6433997B,2020/07/20 11:33:45,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005342603522-202G6433997B,2020/07/20 11:33:45,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005352603522-203G6433997B,2020/07/20 11:33:45,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005362603522-204G6433997B,2020/07/20 11:33:45,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005372603522-201G6433997B,2020/07/20 11:34:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005382603522-202G6433997B,2020/07/20 11:34:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005392603522-203G6433997B,2020/07/20 11:34:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005402603522-204G6433997B,2020/07/20 11:34:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005412603522-201G6433997B,2020/07/20 11:34:57,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005422603522-202G6433997B,2020/07/20 11:34:57,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005432603522-203G6433997B,2020/07/20 11:34:57,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005442603522-204G6433997B,2020/07/20 11:34:57,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005452603522-201G6433997B,2020/07/20 11:36:09,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005462603522-202G6433997B,2020/07/20 11:36:09,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005472603522-203G6433997B,2020/07/20 11:36:09,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005482603522-204G6433997B,2020/07/20 11:36:09,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700005492603522-201G6433997B,2020/07/20 11:36:51,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
